Avg. Sea Level 2010(cm),Avg. Sea Level 2065(cm),Avg. Sea Level 2100(cm),Temp Cap ( C ),Initial Temp. Cap ( C ),New Temp. Cap ( C )
19,24-30,40-63,1.5,2,1.5
